"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"01-04 years","2021-03-14","12","0","0","10576","1","19.8571428571428","0"
"01-04 years","2021-03-15","10","0","0","10586","1","19.1428571428571","0"
"01-04 years","2021-03-16","19","0","1","10605","1","18.8571428571428","0"
"01-04 years","2021-03-17","18","0","1","10623","1","17","0"
"01-04 years","2021-03-18","18","0","1","10641","1","17","0"
"01-04 years","2021-03-19","29","0","3","10670","1","17.7142857142857","0"
"01-04 years","2021-03-20","24","0","1","10694","1","18.5714285714285","0"
"01-04 years","2021-03-21","26","0","1","10720","1","20.5714285714285","0"
"01-04 years","2021-03-22","16","0","0","10736","1","21.4285714285714","0"
"01-04 years","2021-03-23","18","0","0","10754","1","21.2857142857142","0"
"01-04 years","2021-03-24","26","0","0","10780","1","22.4285714285714","0"
"01-04 years","2021-03-25","21","0","0","10801","1","22.8571428571428","0"
"01-04 years","2021-03-26","18","0","0","10819","1","21.2857142857142","0"
"01-04 years","2021-03-27","23","0","0","10842","1","21.1428571428571","0"
"01-04 years","2021-03-28","22","0","0","10864","1","20.5714285714285","0"
"01-04 years","2021-03-29","14","0","1","10878","1","20.2857142857142","0"
"01-04 years","2021-03-30","20","0","1","10898","1","20.5714285714285","0"
"01-04 years","2021-03-31","24","0","0","10922","1","20.2857142857142","0"
"01-04 years","2021-04-01","19","0","1","10941","1","20","0"
"01-04 years","2021-04-02","17","0","0","10958","1","19.8571428571428","0"
"01-04 years","2021-04-03","18","0","1","10976","1","19.1428571428571","0"
"01-04 years","2021-04-04","10","0","0","10986","1","17.4285714285714","0"
"01-04 years","2021-04-05","13","0","1","10999","1","17.2857142857142","0"
"01-04 years","2021-04-06","30","0","1","11029","1","18.7142857142857","0"
"01-04 years","2021-04-07","21","0","0","11050","1","18.2857142857142","0"
"01-04 years","2021-04-08","16","0","1","11066","1","17.8571428571428","0"
"01-04 years","2021-04-09","25","0","0","11091","1","19","0"
"01-04 years","2021-04-10","26","0","0","11117","1","20.1428571428571","0"
"01-04 years","2021-04-11","17","0","0","11134","1","21.1428571428571","0"
"01-04 years","2021-04-12","9","0","1","11143","1","20.5714285714285","0"
"01-04 years","2021-04-13","22","0","2","11165","1","19.4285714285714","0"
"01-04 years","2021-04-14","24","0","0","11189","1","19.8571428571428","0"
"01-04 years","2021-04-15","12","0","0","11201","1","19.2857142857142","0"
"01-04 years","2021-04-16","16","0","1","11217","1","18","0"
"01-04 years","2021-04-17","25","0","1","11242","1","17.8571428571428","0"
"01-04 years","2021-04-18","18","0","1","11260","1","18","0"
"01-04 years","2021-04-19","9","0","0","11269","1","18","0"
"01-04 years","2021-04-20","16","0","1","11285","1","17.1428571428571","0"
"01-04 years","2021-04-21","18","0","0","11303","1","16.2857142857142","0"
"01-04 years","2021-04-22","25","0","1","11328","1","18.1428571428571","0"
"01-04 years","2021-04-23","33","0","1","11361","1","20.5714285714285","0"
"01-04 years","2021-04-24","28","0","1","11389","1","21","0"
"01-04 years","2021-04-25","24","0","0","11413","1","21.8571428571428","0"
"01-04 years","2021-04-26","12","0","1","11425","1","22.2857142857142","0"
"01-04 years","2021-04-27","12","0","0","11437","1","21.7142857142857","0"
"01-04 years","2021-04-28","23","0","1","11460","1","22.4285714285714","0"
"01-04 years","2021-04-29","28","0","1","11488","1","22.8571428571428","0"
"01-04 years","2021-04-30","24","0","0","11512","1","21.5714285714285","0"
"01-04 years","2021-05-01","22","0","1","11534","1","20.7142857142857","0"
"01-04 years","2021-05-02","19","0","0","11553","1","20","0"
"01-04 years","2021-05-03","16","0","0","11569","1","20.5714285714285","0"
"01-04 years","2021-05-04","21","0","1","11590","1","21.8571428571428","0"
"01-04 years","2021-05-05","21","0","3","11611","1","21.5714285714285","0"
"01-04 years","2021-05-06","23","0","0","11634","1","20.8571428571428","0"
"01-04 years","2021-05-07","23","0","1","11657","1","20.7142857142857","0"
"01-04 years","2021-05-08","14","0","1","11671","1","19.5714285714285","0"
"01-04 years","2021-05-09","16","0","0","11687","1","19.1428571428571","0"
"01-04 years","2021-05-10","8","0","0","11695","1","18","0"
"01-04 years","2021-05-11","9","0","1","11704","1","16.2857142857142","0"
"01-04 years","2021-05-12","14","0","0","11718","1","15.2857142857142","0"
"01-04 years","2021-05-13","16","0","2","11734","1","14.2857142857142","0"
"01-04 years","2021-05-14","14","0","0","11748","1","13","0"
"01-04 years","2021-05-15","7","0","0","11755","1","12","0"
"01-04 years","2021-05-16","9","0","0","11764","1","11","0"
"01-04 years","2021-05-17","9","0","0","11773","1","11.1428571428571","0"
"01-04 years","2021-05-18","11","0","0","11784","1","11.4285714285714","0"
"01-04 years","2021-05-19","16","0","0","11800","1","11.7142857142857","0"
"01-04 years","2021-05-20","9","0","0","11809","1","10.7142857142857","0"
"01-04 years","2021-05-21","9","0","0","11818","1","10","0"
"01-04 years","2021-05-22","5","0","0","11823","1","9.71428571428571","0"
"01-04 years","2021-05-23","8","0","0","11831","1","9.57142857142857","0"
"01-04 years","2021-05-24","4","0","0","11835","1","8.85714285714285","0"
"01-04 years","2021-05-25","10","0","0","11845","1","8.71428571428571","0"
"01-04 years","2021-05-26","11","0","0","11856","1","8","0"
"01-04 years","2021-05-27","8","0","0","11864","1","7.85714285714285","0"
"01-04 years","2021-05-28","4","0","0","11868","1","7.14285714285714","0"
"01-04 years","2021-05-29","8","0","0","11876","1","7.57142857142857","0"
"01-04 years","2021-05-30","8","0","0","11884","1","7.57142857142857","0"
"01-04 years","2021-05-31","4","0","0","11888","1","7.57142857142857","0"
"01-04 years","2021-06-01","3","0","0","11891","1","6.57142857142857","0"
"01-04 years","2021-06-02","6","0","1","11897","1","5.85714285714285","0"
"01-04 years","2021-06-03","6","0","0","11903","1","5.57142857142857","0"
"01-04 years","2021-06-04","8","0","1","11911","1","6.14285714285714","0"
"01-04 years","2021-06-05","13","0","0","11924","1","6.85714285714285","0"
"01-04 years","2021-06-06","3","0","0","11927","1","6.14285714285714","0"
"01-04 years","2021-06-07","2","0","0","11929","1","5.85714285714285","0"
"01-04 years","2021-06-08","2","0","0","11931","1","5.71428571428571","0"
"01-04 years","2021-06-09","5","0","0","11936","1","5.57142857142857","0"
"01-04 years","2021-06-10","6","0","0","11942","1","5.57142857142857","0"
"01-04 years","2021-06-11","9","0","0","11951","1","5.71428571428571","0"
"01-04 years","2021-06-12","7","0","0","11958","1","4.85714285714285","0"
"01-04 years","2021-06-13","5","0","1","11963","1","5.14285714285714","0"
"01-04 years","2021-06-14","3","0","0","11966","1","5.28571428571428","0"
"01-04 years","2021-06-15","3","0","0","11969","1","5.42857142857142","0"
"01-04 years","2021-06-16","7","0","0","11976","1","5.71428571428571","0"
"01-04 years","2021-06-17","1","0","0","11977","1","5","0"
"01-04 years","2021-06-18","7","0","1","11984","1","4.71428571428571","0"
"01-04 years","2021-06-19","2","0","1","11986","1","4","0"
"01-04 years","2021-06-20","1","0","0","11987","1","3.42857142857142","0"
"01-04 years","2021-06-21","3","0","0","11990","1","3.42857142857142","0"
"01-04 years","2021-06-22","8","0","0","11998","1","4.14285714285714","0"
"01-04 years","2021-06-23","5","0","0","12003","1","3.85714285714285","0"
"01-04 years","2021-06-24","3","0","0","12006","1","4.14285714285714","0"
"01-04 years","2021-06-25","1","0","0","12007","1","3.28571428571428","0"
"01-04 years","2021-06-26","5","0","0","12012","1","3.71428571428571","0"
"01-04 years","2021-06-27","3","0","0","12015","1","4","0"
"01-04 years","2021-06-28","3","0","1","12018","1","4","0"
"01-04 years","2021-06-29","2","0","1","12020","1","3.14285714285714","0"
"01-04 years","2021-06-30","10","0","0","12030","1","3.85714285714285","0"
"01-04 years","2021-07-01","4","0","0","12034","1","4","0"
"01-04 years","2021-07-02","7","0","0","12041","1","4.85714285714285","0"
"01-04 years","2021-07-03","8","0","0","12049","1","5.28571428571428","0"
"01-04 years","2021-07-04","4","0","2","12053","1","5.42857142857142","0"
"01-04 years","2021-07-05","0","0","0","12053","1","5","0"
"01-04 years","2021-07-06","5","0","0","12058","1","5.42857142857142","0"
"01-04 years","2021-07-07","9","0","0","12067","1","5.28571428571428","0"
"01-04 years","2021-07-08","6","0","0","12073","1","5.57142857142857","0"
"01-04 years","2021-07-09","5","0","0","12078","1","5.28571428571428","0"
"01-04 years","2021-07-10","5","0","0","12083","1","4.85714285714285","0"
"01-04 years","2021-07-11","2","0","0","12085","1","4.57142857142857","0"
"01-04 years","2021-07-12","11","0","1","12096","1","6.14285714285714","0"
"01-04 years","2021-07-13","18","0","0","12114","1","8","0"
"01-04 years","2021-07-14","13","0","0","12127","1","8.57142857142857","0"
"01-04 years","2021-07-15","16","0","1","12143","1","10","0"
"01-04 years","2021-07-16","18","0","0","12161","1","11.8571428571428","0"
"01-04 years","2021-07-17","17","0","0","12178","1","13.5714285714285","0"
"01-04 years","2021-07-18","15","0","0","12193","1","15.4285714285714","0"
"01-04 years","2021-07-19","12","0","1","12205","1","15.5714285714285","0"
"01-04 years","2021-07-20","21","0","0","12226","1","16","0"
"01-04 years","2021-07-21","36","0","0","12262","1","19.2857142857142","0"
"01-04 years","2021-07-22","19","0","0","12281","1","19.7142857142857","0"
"01-04 years","2021-07-23","41","0","0","12322","1","23","0"
"01-04 years","2021-07-24","36","0","1","12358","1","25.7142857142857","0"
"01-04 years","2021-07-25","32","0","0","12390","1","28.1428571428571","0"
"01-04 years","2021-07-26","22","0","0","12412","1","29.5714285714285","0"
"01-04 years","2021-07-27","49","0","2","12461","1","33.5714285714285","0"
"01-04 years","2021-07-28","58","0","1","12519","1","36.7142857142857","0"
"01-04 years","2021-07-29","84","0","2","12603","1","46","0"
"01-04 years","2021-07-30","66","0","3","12669","1","49.5714285714285","0"
"01-04 years","2021-07-31","59","0","1","12728","1","52.8571428571428","0"
"01-04 years","2021-08-01","18","0","0","12746","1","50.8571428571428","0"
"01-04 years","2021-08-02","51","0","4","12797","1","55","0"
"01-04 years","2021-08-03","166","0","3","12963","1","71.7142857142857","0"
"01-04 years","2021-08-04","93","0","2","13056","1","76.7142857142857","0"
"01-04 years","2021-08-05","141","0","3","13197","1","84.8571428571428","0"
"01-04 years","2021-08-06","96","0","2","13293","1","89.1428571428571","0"
"01-04 years","2021-08-07","134","0","3","13427","1","99.8571428571428","0"
"01-04 years","2021-08-08","84","0","3","13511","1","109.285714285714","0"
"01-04 years","2021-08-09","67","0","0","13578","1","111.571428571428","0"
"01-04 years","2021-08-10","122","0","3","13700","1","105.285714285714","0"
"01-04 years","2021-08-11","156","0","2","13856","1","114.285714285714","0"
"01-04 years","2021-08-12","135","0","0","13991","1","113.428571428571","0"
"01-04 years","2021-08-13","169","0","0","14160","1","123.857142857142","0"
"01-04 years","2021-08-14","191","0","2","14351","1","132","0"
"01-04 years","2021-08-15","107","0","0","14458","1","135.285714285714","0"
"01-04 years","2021-08-16","182","0","2","14640","1","151.714285714285","0"
"01-04 years","2021-08-17","139","0","3","14779","1","154.142857142857","0"
"01-04 years","2021-08-18","176","0","3","14955","1","157","0"
"01-04 years","2021-08-19","250","0","2","15205","1","173.428571428571","0"
"01-04 years","2021-08-20","226","0","2","15431","1","181.571428571428","0"
"01-04 years","2021-08-21","222","0","0","15653","1","186","0"
"01-04 years","2021-08-22","198","0","3","15851","1","199","0"
"01-04 years","2021-08-23","190","0","4","16041","1","200.142857142857","0"
"01-04 years","2021-08-24","152","0","2","16193","1","202","0"
"01-04 years","2021-08-25","224","0","1","16417","1","208.857142857142","0"
"01-04 years","2021-08-26","229","0","1","16646","1","205.857142857142","0"
"01-04 years","2021-08-27","297","0","2","16943","1","216","0"
"01-04 years","2021-08-28","313","0","0","17256","1","229","0"
"01-04 years","2021-08-29","166","0","1","17422","1","224.428571428571","0"
"01-04 years","2021-08-30","96","0","2","17518","1","211","0"
"01-04 years","2021-08-31","202","0","4","17720","1","218.142857142857","0"
"01-04 years","2021-09-01","221","1","1","17941","2","217.714285714285","0.14285714285714"
"01-04 years","2021-09-02","147","0","1","18088","2","206","0.14285714285714"
"01-04 years","2021-09-03","218","0","0","18306","2","194.714285714285","0.14285714285714"
"01-04 years","2021-09-04","165","0","2","18471","2","173.571428571428","0.14285714285714"
"01-04 years","2021-09-05","140","0","1","18611","2","169.857142857142","0.14285714285714"
"01-04 years","2021-09-06","157","0","4","18768","2","178.571428571428","0.14285714285714"
"01-04 years","2021-09-07","106","0","1","18874","2","164.857142857142","0.14285714285714"
"01-04 years","2021-09-08","120","0","2","18994","2","150.428571428571","0"
"01-04 years","2021-09-09","122","0","2","19116","2","146.857142857142","0"
"01-04 years","2021-09-10","153","0","1","19269","2","137.571428571428","0"
"01-04 years","2021-09-11","138","0","0","19407","2","133.714285714285","0"
"01-04 years","2021-09-12","150","0","3","19557","2","135.142857142857","0"
"01-04 years","2021-09-13","122","0","0","19679","2","130.142857142857","0"
"01-04 years","2021-09-14","132","0","2","19811","2","133.857142857142","0"
"01-04 years","2021-09-15","107","0","2","19918","2","132","0"
"01-04 years","2021-09-16","124","0","1","20042","2","132.285714285714","0"
"01-04 years","2021-09-17","139","0","0","20181","2","130.285714285714","0"
"01-04 years","2021-09-18","123","0","0","20304","2","128.142857142857","0"
"01-04 years","2021-09-19","85","0","0","20389","2","118.857142857142","0"
"01-04 years","2021-09-20","86","0","0","20475","2","113.714285714285","0"
"01-04 years","2021-09-21","147","0","2","20622","2","115.857142857142","0"
"01-04 years","2021-09-22","106","0","1","20728","2","115.714285714285","0"
"01-04 years","2021-09-23","99","0","1","20827","2","112.142857142857","0"
"01-04 years","2021-09-24","81","0","0","20908","2","103.857142857142","0"
"01-04 years","2021-09-25","111","0","1","21019","2","102.142857142857","0"
"01-04 years","2021-09-26","59","0","0","21078","2","98.4285714285714","0"
"01-04 years","2021-09-27","44","0","0","21122","2","92.4285714285714","0"
"01-04 years","2021-09-28","65","0","0","21187","2","80.7142857142857","0"
"01-04 years","2021-09-29","112","0","0","21299","2","81.5714285714285","0"
"01-04 years","2021-09-30","110","0","0","21409","2","83.1428571428571","0"
"01-04 years","2021-10-01","99","0","1","21508","2","85.7142857142857","0"
"01-04 years","2021-10-02","94","0","1","21602","2","83.2857142857143","0"
"01-04 years","2021-10-03","48","0","0","21650","2","81.7142857142857","0"
"01-04 years","2021-10-04","58","0","2","21708","2","83.7142857142857","0"
"01-04 years","2021-10-05","54","0","1","21762","2","82.1428571428571","0"
"01-04 years","2021-10-06","22","0","0","21784","2","69.2857142857143","0"
"01-04 years","2021-10-07","176","0","2","21960","2","78.7142857142857","0"
"01-04 years","2021-10-08","83","0","1","22043","2","76.4285714285714","0"
"01-04 years","2021-10-09","63","0","0","22106","2","72","0"
"01-04 years","2021-10-10","30","0","1","22136","2","69.4285714285714","0"
"01-04 years","2021-10-11","32","0","0","22168","2","65.7142857142857","0"
"01-04 years","2021-10-12","40","0","0","22208","2","63.7142857142857","0"
"01-04 years","2021-10-13","42","0","1","22250","2","66.5714285714285","0"
"01-04 years","2021-10-14","66","0","2","22316","2","50.8571428571428","0"
"01-04 years","2021-10-15","33","0","0","22349","2","43.7142857142857","0"
"01-04 years","2021-10-16","30","0","0","22379","2","39","0"
"01-04 years","2021-10-17","26","0","1","22405","2","38.4285714285714","0"
"01-04 years","2021-10-18","20","0","1","22425","2","36.7142857142857","0"
"01-04 years","2021-10-19","38","0","0","22463","2","36.4285714285714","0"
"01-04 years","2021-10-20","33","1","1","22496","3","35.1428571428571","0.14285714285714"
"01-04 years","2021-10-21","25","0","1","22521","3","29.2857142857142","0.14285714285714"
"01-04 years","2021-10-22","43","0","1","22564","3","30.7142857142857","0.14285714285714"
"01-04 years","2021-10-23","17","0","0","22581","3","28.8571428571428","0.14285714285714"
"01-04 years","2021-10-24","21","0","0","22602","3","28.1428571428571","0.14285714285714"
"01-04 years","2021-10-25","15","0","0","22617","3","27.4285714285714","0.14285714285714"
